  xGF	  xGC	  GF	  GC	  HF	  HC	  xGD	  GD	  HD	Replay ID                           	  P(Win)	  P(Result)	  P(Score)	  Luck %	Outcome  	  StartTime
 1.43	 1.7 	   3	   0	  28	  33	-0.27	   3	  -5	046ab5eb-f9f7-4937-b0c9-c76015b4a037	   42.4 	      42.4 	      1.51	   57.6 	W        	 1624489573
 4.92	 3.94	   0	   5	  79	  91	 0.98	  -5	 -12	1a690bd9-c25e-4a15-8e82-b3659223fcec	   65.39	      34.61	      0.04	  -65.39	L        	 1624490014
 3.65	 3.83	   2	   4	  63	  76	-0.18	  -2	 -13	47044845-435b-42a7-8e5e-2c9974dad566	   46.66	      53.34	      5.01	  -46.66	L        	 1624490450
 4.69	 3.81	   0	   2	  70	  83	 0.88	  -2	 -13	757969c2-a459-4d6e-8025-535e8d43dc0b	   64.59	      35.41	      0.04	  -64.59	L        	 1624490853
 1.91	 5.52	   2	   3	  73	  74	-3.61	  -1	  -1	bb8d46ff-6661-448b-87e0-30596dae56a8	    4.86	      95.14	      3.58	   -4.86	L        	 1624566778
 3.27	 7.57	   1	   4	  65	  90	-4.3 	  -3	 -25	9eaf66fc-b9af-4a67-9b9c-9467111b2177	    3.26	      96.74	      0.25	   -3.26	L        	 1624567213
 4   	 2.83	   1	   0	  74	  75	 1.17	   1	  -1	a484da3d-8577-41f8-97d9-795d790f320e	   70.56	      70.56	      0.12	   29.44	W        	 1624567583
 7.22	 1.7 	   5	   1	  90	  82	 5.52	   4	   8	63966eee-2a0c-48ba-bedc-d1faa47461ff	   98.97	      98.97	      3.72	    1.03	W        	 1624568039
 2.66	 4.62	   3	   4	  62	  92	-1.96	  -1	 -30	24822da5-2ace-4765-a0d1-6cb26ae278b8	   18.04	      81.96	      7.47	  -18.04	L        	 1624568503
 5.42	 2.88	   4	   1	  73	  77	 2.55	   3	  -4	75ba5ef7-d7f7-49c1-b961-0882e4226f85	   88.46	      88.46	      1.79	   11.54	W        	 1624568921
 4.42	 3.25	   3	   4	  72	  91	 1.18	  -1	 -19	3925e6fc-8462-4c3c-89fc-e1004ea41293	   68.98	      31.02	      4.37	  -68.98	L        	 1624569365
 3.8 	 4.75	   1	   6	  84	  75	-0.95	  -5	   9	f06bf9c0-cdc3-4c3e-95fd-669427997ac8	   33.25	      66.75	      0.87	  -33.25	L        	 1624569830
 5.4 	 5.47	   6	   1	  78	  69	-0.07	   5	   9	f44d4359-8c25-4862-ae8a-65e4df7e75db	   48.58	      48.58	      0.15	   51.42	W        	 1624570330
 5.52	 4.75	   4	   5	  81	 106	 0.77	  -1	 -25	bf910d9b-4447-434e-9654-06900eab465b	   61.63	      38.37	      4.23	  -61.63	L*       	 1624570837
 3.96	 4.07	   4	   2	  69	  70	-0.1 	   2	  -1	b9d9bed6-cf0c-49fa-93cf-0d758ee27611	   47.93	      47.93	      3.23	   52.07	W        	 1624571399
 2.97	 8.88	   1	   6	  44	  88	-5.91	  -5	 -44	023f288a-7e4e-499b-aae9-544c174ff53b	    0.62	      99.38	      0.68	   -0.62	L        	 1624571862
 4.06	 5.99	   5	   3	  82	  78	-1.93	   2	   4	bc7575f8-d7a3-46a8-bc60-3bc443364595	   21.36	      21.36	      1.31	   78.64	W        	 1624572326
 1.71	 1.83	   4	   1	  63	  61	-0.11	   3	   2	11bffdd7-4108-4ef3-8f79-f570e72d7acc	   46.49	      46.49	      2.94	   53.51	W        	 1624572708
 3.35	 3.84	   3	   5	  59	  70	-0.49	  -2	 -11	a27958fc-d91c-4ab6-b84b-116eaf50b6c7	   41.62	      58.38	      6.17	  -41.62	L        	 1624573180
 3.67	 4.91	   4	   2	  70	 106	-1.24	   2	 -36	2598c52c-1a69-4798-93c7-7ae27f07e367	   29.99	      29.99	      1.65	   70.01	W        	 1624653647
 4.41	 3.53	   4	   1	  71	  66	 0.88	   3	   5	7b440d27-1ba2-4a8d-b8ba-8081b03a1cdc	   65.76	      65.76	      1.92	   34.24	W        	 1624654056
 2.79	 4.17	   0	   3	  57	  88	-1.38	  -3	 -31	86999731-d101-4b6e-ac29-85fb90c9192f	   27.35	      72.65	      0.98	  -27.35	L        	 1624654462
 4.33	 6.28	   3	   4	 105	 112	-1.95	  -1	  -7	ef72abea-aa68-4cd3-bee4-e65c88934ad8	   23.15	      76.85	      2.37	  -23.15	L*       	 1624655072
 2.6 	 5.23	   3	   4	  79	  84	-2.64	  -1	  -5	bec401c4-7ad2-4d7c-bcc6-c9142f221fab	   11.65	      88.35	      5.46	  -11.65	L*       	 1624655541
 4   	 6.19	   4	   5	  72	 108	-2.19	  -1	 -36	fe3ce379-f014-4804-a6b8-6d68d99f7bd9	   19   	      81   	      5.28	  -19   	L        	 1624656034
 4.86	 6.5 	   4	   7	  64	  73	-1.64	  -3	  -9	09b1b4f0-55ee-4c86-a501-19acabdcaaf3	   25.42	      74.58	      5.36	  -25.42	L        	 1624656547
 2.21	 1.61	   3	   1	  40	  40	 0.61	   2	   0	50b79ed1-cd90-44d0-aa56-205031e0204b	   64.11	      64.11	     10.69	   35.89	W        	 1624656820
 2.63	 2.6 	   3	   0	  44	  46	 0.03	   3	  -2	09547333-c636-4fc3-b264-ed79066170b9	   50.61	      50.61	      1.11	   49.39	W        	 1624657099
 5.03	 6.21	   3	   7	  66	  97	-1.18	  -4	 -31	48bc7f56-c764-4c73-977e-cce8fbf9b905	   32.31	      67.69	      2.73	  -32.31	L        	 1624657731
 4.23	 3.86	   3	   2	  75	  66	 0.37	   1	   9	2d756d30-d88d-40ba-bdd6-8da718d1b956	   56.83	      56.83	      3.5 	   43.17	W        	 1624658166
 2.17	 2.55	   4	   2	  67	  74	-0.38	   2	  -7	8095b89b-be23-4644-ad56-a9a8e67edb0a	   42.53	      42.53	      3.5 	   57.47	W        	 1624658620
 7.1 	 4.37	   3	   2	  71	  77	 2.73	   1	  -6	ee148be8-471e-4608-81d7-f215243f8b87	   87.15	      87.15	      0.14	   12.85	W        	 1624659043
 4.72	 7.75	   4	   3	  86	 109	-3.03	   1	 -23	e67bc95b-c28c-4873-8ab1-c3ad88a78564	   12.54	      12.54	      0.18	   87.46	W*       	 1624659628
 3.22	 1.68	   6	   2	  58	  60	 1.54	   4	  -2	b2233f8b-eb87-443b-8ee7-767459be7860	   79.53	      79.53	      1.74	   20.47	W        	 1624660097
 2.04	10.89	   1	   6	  73	 100	-8.86	  -5	 -27	186c6a90-a1a9-4121-b92d-68b4247f6b1a	    0.03	      99.97	      0.44	   -0.03	L        	 1624660560
 4.24	 2   	   3	   2	  59	  93	 2.24	   1	 -34	83fe7092-0aa7-458f-bf70-09cdf6b65d4b	   86.01	      86.01	      6.74	   13.99	W        	 1625090430
 3.34	 7.13	   3	   6	  57	  88	-3.78	  -3	 -31	be6e42ed-01cb-45db-9257-fa674b56f0ee	    5.84	      94.16	      5.45	   -5.84	L        	 1625091036
 2.78	 5.01	   2	   5	  51	  93	-2.23	  -3	 -42	48cac437-f445-4f0d-92ae-8f2c9b3240af	   16.02	      83.98	      6.88	  -16.02	L        	 1625091514
 1.86	 8.2 	   3	   5	  50	  93	-6.34	  -2	 -43	cad67aa4-26d2-46c7-a8d9-3d18e2046630	    0.38	      99.62	      1.14	   -0.38	L        	 1625091974
 2.65	 7.09	   1	   6	  66	  93	-4.44	  -5	 -27	87f193f7-fd71-4958-aa4f-eaf8708c05be	    2.49	      97.51	      3.4 	   -2.49	L        	 1625092434
 3.79	 5.63	   3	   2	  75	 100	-1.83	   1	 -25	ab510bad-e001-465b-9b27-8b7e18a95eeb	   23.48	      23.48	      1   	   76.52	W*       	 1625092909
 3.58	 5.69	   5	   4	  76	 105	-2.1 	   1	 -29	226b14b3-0ddf-447a-9444-156dd9a06015	   20.23	      20.23	      2.61	   79.77	W*       	 1625093575
 4.72	 7.24	   3	   4	  83	  86	-2.52	  -1	  -3	39b74e08-c9b0-4f98-b84e-99872bbabad0	   15.74	      84.26	      0.65	  -15.74	L*       	 1625175786
 5.88	 3.48	   5	   2	  80	  73	 2.4 	   3	   7	835570f1-ecf2-47ea-a2e0-47f0dad20304	   83.7 	      83.7 	      4.06	   16.3 	W        	 1625176247
 3.58	 5.28	   3	   6	  61	  84	-1.7 	  -3	 -23	f35ada26-ed12-465c-b655-b92bc030775d	   22.16	      77.84	      6.65	  -22.16	L        	 1625176744
 3.94	 6.9 	   3	   6	  54	  99	-2.95	  -3	 -45	fa08ee12-a762-47d8-a212-a53894ad5f6f	   12.16	      87.84	      4.73	  -12.16	L        	 1625177363
 3.3 	 3.43	   5	   1	  67	  75	-0.14	   4	  -8	97ba6e79-0117-4056-94e6-014182a0b829	   47.32	      47.32	      0.91	   52.68	W        	 1625177815
 3.35	 1.58	   5	   1	  29	  37	 1.76	   4	  -8	1fc62848-d02f-4ed1-b33c-60a786592b75	   85.65	      85.65	      5.49	   14.35	W        	 1625178065
 6.27	 5.37	   3	   2	  71	  95	 0.89	   1	 -24	feb84f06-3c88-459c-9411-fe79918f966a	   63.27	      63.27	      0.17	   36.73	W        	 1625178510
 3.46	 5.85	   3	   4	  87	  99	-2.39	  -1	 -12	f088558a-aa26-40bd-9a5a-1f050ceb3e5f	   16.37	      83.63	      4.05	  -16.37	L*       	 1625260565
 4.48	 6.99	   3	   5	  72	  93	-2.52	  -2	 -21	8eb99db8-811b-4313-98d6-c2d082faf78d	   16.43	      83.57	      2.51	  -16.43	L        	 1625261071
 3.79	 3.95	   0	   3	  69	  86	-0.16	  -3	 -17	5845b5ff-bcd8-4194-b231-b28a20f95a14	   47.44	      52.56	      0.09	  -47.44	L        	 1625261461
 3.16	 0.07	   4	   0	  16	  10	 3.09	   4	   6	c3bb1ef9-53f8-46c2-a40d-b3b4d16268ab	   99.46	      99.46	     23.88	    0.54	W        	 1625261618
 4.34	 5.43	   3	   6	  67	  93	-1.08	  -3	 -26	bbbf5e5b-d7f7-44b5-b7f8-eb92e2d7b11b	   33.38	      66.62	      4.38	  -33.38	L        	 1625262120
 6.34	 5.81	   6	   5	  76	  82	 0.53	   1	  -6	b6db7466-edd7-4a42-814c-11b1fd54f60a	   58.54	      58.54	      5.75	   41.46	W        	 1625262638
 1.54	 3.59	   0	   3	  66	  68	-2.06	  -3	  -2	3d7aea68-9eaf-458d-bd46-a84045d71c87	   14.44	      85.56	      5.25	  -14.44	L        	 1625345500
 4.96	 7.01	   4	   5	  84	 120	-2.04	  -1	 -36	e286e936-75e9-4a41-9542-fb13a7272824	   22.25	      77.75	      3.06	  -22.25	L*       	 1625346089
 3.52	 2.87	   4	   1	  62	  65	 0.65	   3	  -3	be085d08-1cce-4551-b2ac-fe5e7afd898b	   63.16	      63.16	      3.83	   36.84	W        	 1625518210
 2.63	 4.67	   4	   1	  69	  70	-2.03	   3	  -1	8486ba61-4380-4576-a58c-2c24edb2effb	   16.27	      16.27	      0.27	   83.73	W        	 1625518623
 1.56	 5.19	   0	   3	  41	  67	-3.64	  -3	 -26	1b75c35f-62b1-41aa-8774-53291e0d1bed	    3.79	      96.21	      1.63	   -3.79	L        	 1625518952
 3.78	 4.91	   4	   1	  59	  92	-1.13	   3	 -33	e7d1a1bc-cde7-49a7-a1d3-a7d60d214285	   30.76	      30.76	      0.35	   69.24	W        	 1625519386
 4.75	 3.78	   4	   7	  72	  67	 0.97	  -3	   5	ec0eaf16-2f9c-4d61-b30b-0a3f64008893	   68.32	      31.68	      1.14	  -68.32	L        	 1625520010
 5.72	 2.22	   5	   3	  67	  79	 3.5 	   2	 -12	5f047d76-0454-412d-ba93-e0bf9818d2d6	   93.57	      93.57	      4.86	    6.43	W        	 1625520501
 4.01	 3.97	   1	   5	  86	  92	 0.04	  -4	  -6	6d59359f-e428-4363-bbea-b3c6539b0289	   50.94	      49.06	      0.87	  -50.94	L        	 1625520952
 1.33	 4.77	   1	   4	  66	  85	-3.43	  -3	 -19	b10b00e9-db2e-44ba-8624-9417e708fc2c	    4.92	      95.08	      8.46	   -4.92	L        	 1625521386
 6.83	 3.33	   5	   4	  79	  57	 3.5 	   1	  22	ec8b6b32-d14c-47fc-93c0-efa2bc4791c6	   93.6 	      93.6 	      3.64	    6.4 	W        	 1625521932
 5.37	 3.4 	   4	   3	  67	  71	 1.98	   1	  -4	fb15c166-63f7-4358-8944-8ef096aee6bf	   80.8 	      80.8 	      5.73	   19.2 	W        	 1625522396
 4.13	 4.67	   1	   3	  65	  87	-0.54	  -2	 -22	fd14a1b1-b374-4e89-a5a0-c4a26a064061	   41.17	      58.83	      0.55	  -41.17	L        	 1625522788
 5.42	 3.93	   2	   3	  62	  81	 1.49	  -1	 -19	d5278820-6a5b-4d59-b507-1e813de43b4e	   73.1 	      26.9 	      0.96	  -73.1 	L        	 1626039447
10.27	 3.57	   6	   4	  83	  73	 6.7 	   2	  10	f12dbc14-2f34-4a35-a98b-f991189640df	   99.4 	      99.4 	      0.56	    0.6 	W        	 1626039950
 2.6 	 5.47	   3	   6	  73	  96	-2.87	  -3	 -23	d8101fb4-b6fc-4796-8314-4545f893d9eb	   10.81	      89.19	      5.59	  -10.81	L        	 1626040509
 3.02	 4.96	   2	   5	  67	  95	-1.94	  -3	 -28	129498e3-9767-4b7d-a27c-c65f6f1c122c	   20.54	      79.46	      5.81	  -20.54	L        	 1626040995
 6.86	 5.8 	   1	   3	  76	  93	 1.06	  -2	 -17	26acde0f-1a3f-4760-9a27-20b203cb2b56	   65.23	      34.77	      0.01	  -65.23	L        	 1626041407
 5.96	 3.51	   4	   3	  91	  86	 2.46	   1	   5	b1a54d0d-ed9b-4f6a-b8b4-6ffa8043743e	   84.93	      84.93	      3.84	   15.07	W*       	 1626041938
 2.96	 1.39	   3	   0	  39	  45	 1.56	   3	  -6	d90b9d44-3804-439d-84e6-c3adb31a546f	   82.96	      82.96	      6.74	   17.04	W        	 1626473994
 3.53	 3.77	   4	   2	  76	  79	-0.24	   2	  -3	389bdc67-66bc-4f69-99ee-340c4f0c499a	   45.96	      45.96	      4.85	   54.04	W        	 1626474447
 5.67	 8.06	   3	   4	  70	 124	-2.39	  -1	 -54	4fa99a4e-3771-4148-98aa-00b7420c11cb	   20.31	      79.69	      0.28	  -20.31	L*       	 1626474954
 3.28	 2.97	   2	   1	  77	  83	 0.31	   1	  -6	ef947f30-aee8-426c-a7ff-3f3d41e6171b	   55.72	      55.72	      2.72	   44.28	W*       	 1626556641
 5.12	 2.01	   7	   2	  63	  57	 3.1 	   5	   6	ff85b092-c711-4408-b463-febfcac37793	   93.16	      93.16	      4.04	    6.84	W        	 1626557070
 2.2 	 6.88	   2	   4	  54	 100	-4.68	  -2	 -46	54427992-51d8-4e05-b0f7-55d17d375dd3	    1.83	      98.17	      2.55	   -1.83	L        	 1626557506
 2.67	 0.96	   3	   0	  31	  17	 1.71	   3	  14	e4883294-b1e8-4a3d-9854-6e61e801259f	   86.29	      86.29	      7.95	   13.71	W        	 1626557705
 5.06	 1.78	   5	   2	  44	  58	 3.28	   3	 -14	8f048ce3-e540-457f-b42b-f178970854ad	   95.41	      95.41	      8.73	    4.59	W        	 1626558069
 2.65	 1.16	   4	   0	  31	  34	 1.5 	   4	  -3	20fc5863-6f9d-45ba-a1d1-e45279a54a55	   85.17	      85.17	      2.24	   14.83	W        	 1626558286
 9.59	 3.16	   5	   6	  88	  63	 6.42	  -1	  25	8d27a73e-0f61-4008-80b5-ced763eb6c70	   99.45	       0.55	      0.06	  -99.45	L*       	 1626558859
 5.38	 4.58	   3	   6	  72	  74	 0.8 	  -3	  -2	260e6673-627c-473a-b08d-1757630236cd	   63.46	      36.54	      1.87	  -63.46	L        	 1626559381
 4.98	 7.01	   4	   8	  81	  71	-2.03	  -4	  10	c6c36f95-7b07-45fe-a0dd-81132d6c838f	   21.01	      78.99	      4.34	  -21.01	L        	 1626559961
 6.15	 6.23	   2	   5	  73	  85	-0.07	  -3	 -12	f4220aba-d33b-4a4c-9e64-a63b0c63178f	   48.58	      51.42	      0.41	  -48.58	L        	 1626560559
 2.71	 4.07	   6	   5	  76	  92	-1.36	   1	 -16	5e679abc-1858-42eb-a80e-9eb0edcfcbb2	   25.55	      25.55	      0.47	   74.45	W        	 1626561063
 3.21	 2.42	   2	   0	  56	  83	 0.79	   2	 -27	bb1c013e-71c8-42e0-b849-71fd309cd50e	   65.18	      65.18	      0.94	   34.82	W        	 1626900778
 3.11	 4.37	   4	   6	  59	  81	-1.25	  -2	 -22	b5303240-559d-46d6-8ec9-9a409c212017	   28.48	      71.52	      3.41	  -28.48	L        	 1626901283
 5.17	 1.68	   4	   2	  64	  99	 3.49	   2	 -35	479d344c-8536-4480-8d14-0c16d45319c7	   96.64	      96.64	      7.34	    3.36	W        	 1626901731
 3.52	 4.56	   1	   4	  59	  92	-1.04	  -3	 -33	4fe805da-38a8-4db1-88de-baaddcc0c518	   31.82	      68.18	      2.21	  -31.82	L        	 1626902136
 4.81	 0.77	   5	   1	  48	  54	 4.04	   4	  -6	a559f453-f6c4-4c0f-a343-090d9268cd76	   98.33	      98.33	      9.1 	    1.67	W        	 1626902481
 2.23	 5.05	   2	   3	  51	 120	-2.82	  -1	 -69	00087bac-4ca6-47c1-9d34-ded7fa1731f8	   10.03	      89.97	      4.34	  -10.03	L        	 1626902904
 6.84	 3.21	   6	   4	  79	  72	 3.63	   2	   7	e16296f6-2574-4b24-910c-004ba2367679	   94.24	      94.24	      4.92	    5.76	W        	 1626903420
 2.72	 7.95	   3	   2	  72	 103	-5.23	   1	 -31	f8c92cf1-eaf5-483e-9284-3ca4acb81321	    1.93	       1.93	      0.05	   98.07	W*       	 1626903861
 4.38	 6.46	   3	   6	  72	  80	-2.08	  -3	  -8	f335ed82-7ffb-4a02-b175-fb745e60e592	   19.84	      80.16	      4.46	  -19.84	L        	 1627159162
 3.4 	 8.37	   2	   4	  57	 121	-4.98	  -2	 -64	8b14adce-efa2-4691-8f39-6579a8c16c73	    3.04	      96.96	      0.49	   -3.04	L        	 1627159599
 2.93	 4.34	   1	   5	  64	  95	-1.41	  -4	 -31	abd85456-085b-4efe-a267-4d5901748394	   26.49	      73.51	      3.15	  -26.49	L        	 1627160021
 3.88	 1.14	   3	   0	  35	  47	 2.74	   3	 -12	4541a24d-dd83-49ae-9541-ed88b6e8095b	   95.23	      95.23	      8.34	    4.77	W        	 1627160295
 3.65	 6.18	   2	   5	  58	  90	-2.54	  -3	 -32	7c284da5-5de1-4308-85de-dd4e3c61027f	   14.56	      85.44	      3.38	  -14.56	L        	 1627160760
 2.55	 4.55	   3	   4	  54	  80	-2   	  -1	 -26	453595e9-31c4-4b68-a1ee-6efcd704945b	   17.3 	      82.7 	      7.4 	  -17.3 	L        	 1627161220
 2.25	 5.7 	   1	   3	  64	  86	-3.45	  -2	 -22	d21367d8-195b-4926-9484-999adc47fed1	    6.52	      93.48	      2.23	   -6.52	L        	 1627161626
 7.25	 7.01	   3	   2	  90	 113	 0.24	   1	 -23	139304ee-cc4a-4586-a35d-01966128f66b	   53.55	      53.55	      0.01	   46.45	W*       	 1627162133
 3.35	 6.11	   2	   5	  65	  76	-2.76	  -3	 -11	a4aa7a73-488b-4ac1-9b91-26de8bac023a	   12.25	      87.75	      4.1 	  -12.25	L        	 1627162588
 3.06	 2.04	   3	   2	  73	  78	 1.03	   1	  -5	5382d62f-9e02-41dc-b3a5-5fe578066adc	   70.13	      70.13	     10.27	   29.87	W        	 1627163264
 3   	 5.52	   3	   4	  58	  85	-2.52	  -1	 -27	306f48ee-7d61-43f2-ba78-2d791d819f3f	   12.31	      87.69	      5.37	  -12.31	L        	 1627248744
 5.48	 2.64	   5	   1	  45	  61	 2.84	   4	 -16	234cd879-da1d-4818-a8cf-2a73693ff903	   89.7 	      89.7 	      4.11	   10.3 	W        	 1627249076
 5.15	 8.02	   2	   6	  75	  70	-2.87	  -4	   5	191ce462-9e02-4661-9f21-02838cec3e4a	   12.08	      87.92	      0.46	  -12.08	L        	 1627249557
 5.84	 2.64	   7	   3	  62	  56	 3.2 	   4	   6	6d7e40ba-ecf1-4a94-948a-6aaf5fa6d288	   92.88	      92.88	      5.35	    7.12	W        	 1627250040
 4.52	 4.52	   3	   4	  61	  71	 0   	  -1	 -10	9de6e047-6736-4fd5-9b14-54f883b20145	   50.03	      49.97	      4.79	  -50.03	L        	 1627250498
 5.14	 2.11	   6	   2	  75	  80	 3.04	   4	  -5	e14801d1-c913-48ce-b782-3cc3bfb61adb	   91.5 	      91.5 	      6.42	    8.5 	W        	 1627250978
 2.85	 6.16	   2	   4	  73	  88	-3.3 	  -2	 -15	c9b37e6e-0a22-456e-b4d1-7f3ae1dfc5a1	    7.6 	      92.4 	      3.38	   -7.6 	L        	 1628889402
 4.98	 2.57	   4	   6	  68	  67	 2.41	  -2	   1	70d40dae-eb5e-40b0-b29d-c06261a3e8cc	   86.32	      13.68	      0.2 	  -86.32	L        	 1628889920
 5.14	 3.98	   1	   3	  73	  95	 1.16	  -2	 -22	ca750f0f-de62-4d6b-ac7f-43545d01aa63	   68.57	      31.43	      0.25	  -68.57	L        	 1628890338
 4.84	 2.16	   6	   2	  55	  28	 2.68	   4	  27	a05978c9-6760-4ce6-b673-01e806880e55	   92.43	      92.43	      8.45	    7.57	W        	 1628890692
 4   	 4.55	   2	   3	 125	  78	-0.55	  -1	  47	e482b7ea-71fa-4604-98b4-17ce164c99c0	   40.86	      59.14	      2.63	  -40.86	L*       	 1628891174
 5.36	 1.49	   5	   0	  66	  44	 3.87	   5	  22	87adc136-5123-4386-b418-621c05d2a657	   97.72	      97.72	      2.73	    2.28	W        	 1628891572
 5.44	 0.77	   5	   1	  52	  43	 4.67	   4	   9	d9e1c56c-d10a-43c6-ae0f-caaff8d84603	   99.41	      99.41	      9.26	    0.59	W        	 1628891897
 2.01	 6.1 	   0	   5	  57	  87	-4.09	  -5	 -30	352b78d9-6f0c-42a7-9dc9-7ea2a5ad65f9	    3.42	      96.58	      2.05	   -3.42	L        	 1628892349
 6.21	 5.84	   5	   4	  70	  78	 0.37	   1	  -8	9433c211-10f0-497d-9233-22fc32853edc	   55.71	      55.71	      3.17	   44.29	W        	 1629233672
 4.05	 2.6 	   4	   3	  71	  83	 1.45	   1	 -12	737d772e-565d-4280-b599-5996b0177d69	   74.26	      74.26	      6.81	   25.74	W*       	 1629234170
 3.2 	 5.11	   1	   5	  74	  74	-1.91	  -4	   0	d9bf8eea-d49f-4a59-bb55-ee65a781b9a9	   21.29	      78.71	      2.43	  -21.29	L        	 1629234612
 2.6 	 5.2 	   2	   6	  62	  70	-2.6 	  -4	  -8	92bfcd78-4989-459f-b584-b51b35f28616	   12.41	      87.59	      5.97	  -12.41	L        	 1629235086
 7.95	 6.8 	   4	   3	  91	 107	 1.15	   1	 -16	16a2c922-7637-4f79-b42d-f6e94a3e5329	   65.88	      65.88	      0.09	   34.12	W*       	 1629235681
 3.1 	 3.13	   4	   2	  65	  66	-0.03	   2	  -1	d837d6e7-6ff4-454d-a6fe-042da5889577	   49.21	      49.21	      5.64	   50.79	W        	 1629236091
 4.7 	 1.44	   3	   1	  55	  63	 3.26	   2	  -8	f8bc9b90-b516-46a5-b81b-422042a084b7	   95.27	      95.27	      5.62	    4.73	W        	 1629236556
 2.85	 5.87	   2	   4	  64	  83	-3.02	  -2	 -19	452b407a-c6d6-4993-ba4f-e91283a4cd4b	    9.11	      90.89	      4.27	   -9.11	L        	 1629237005
 3.91	 8.85	   5	   4	  69	  83	-4.94	   1	 -14	6ece14ec-266d-4b47-9502-270764406b34	    3.46	       3.46	      0.19	   96.54	W        	 1629237688
 3.86	 2.57	   4	   3	  87	  97	 1.28	   1	 -10	dd07ada5-8b8f-4996-8b3e-7634fcd876c7	   72.76	      72.76	      7.76	   27.24	W*       	 1630946603
 5.38	 4.4 	   3	   2	  68	  81	 0.98	   1	 -13	6ac345b8-47a8-437c-9ca3-d3aef2ff4bbb	   66.51	      66.51	      0.89	   33.49	W        	 1630947037
 4.07	 3.11	   4	   1	  65	  51	 0.97	   3	  14	7a77846f-d8bf-4051-a2b3-801afa370133	   67.89	      67.89	      2.52	   32.11	W        	 1635194460
 2.99	 7.54	   2	   8	  62	  90	-4.56	  -6	 -28	b24f403b-0a09-4be4-a670-4e709068dc43	    2.67	      97.33	      4.96	   -2.67	L        	 1635194963
 3.54	10.68	   1	   6	  76	  85	-7.13	  -5	  -9	5cbec50f-d7c6-4900-9c0d-934b43208843	    0.47	      99.53	      0.12	   -0.47	L        	 1635195406
 3.71	 8.29	   1	   4	  66	  97	-4.58	  -3	 -31	ac24c4bc-18b5-42d1-bed9-7d78a3ad0a2e	    3.55	      96.45	      0.1 	   -3.55	L        	 1635195828
 2.4 	 5.63	   0	   3	  69	  75	-3.22	  -3	  -6	57c58793-a351-4c10-b216-2d877d5d8e74	    8.16	      91.84	      0.57	   -8.16	L        	 1635196920
