,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
117,8127,226,False,False,0,7941.199400719345,169.97000122070312,-2729.330078125,263.80999755859375,-16764.7998046875,23495.400390625,5740.30029296875,1511.3999938964844,1495.0,3633.699951171875,0.0,0.9045878910794316,-2.9776612746062936,-0.4866268183587633,b26c0f948eb,死.ツ,19.0,293.80999755859375,-2916.7099609375,187.77000427246094,-9868.200073242188,19719.300537109375,2502.7000427246094,-3239.89990234375,-2664.2001342773438,216.70000076293945,255.0,128.0,False,-0.33153463034587716,2.241217600489323,-0.06455466688258024,False,10,3,False,0.0,False,,b497dcf8b2b,あSENPAIあ,18.0,168.58999633789062,-3130.39990234375,167.32000732421875,-2916.4999389648438,15950.30029296875,-147.7999973297119,-3079.1000366210938,4555.4998779296875,-125.60000419616699,255.0,121.0,False,0.2619105949988055,2.217252341017509,1.8367730192586957,True,3,False,0.0,False,6,,enpitsu,76561198039309853,26.0,221.2100067138672,-2166.919921875,221.72000122070312,1332.1000671386719,-22818.00048828125,2170.0,-585.8000183105469,-186.49999618530273,-534.0999984741211,255.0,0.0,,-0.5983481311089669,-1.8945799667999248,0.14713975547765748,True,20,165.0,False,15,False,,games5425898691,bf81d8692db,18.0,-1260.699951171875,-812.8599853515625,17.010000228881836,673.0000305175781,18442.2998046875,2.0000000298023224,0.0,-0.19999999552965164,-0.5999999865889549,255.0,128.0,0.009599976784333168,1.534224836170476,3.0467078508090597e-05,True,201.0,False,28,28,False,,
118,8180,228,False,False,1,7147.951224203813,2990.659912109375,-1694.1500244140625,146.22999572753906,18038.00048828125,-7911.9000244140625,9871.400146484375,5761.099853515625,-1151.8000030517578,1217.6000213623047,1.0,-0.5624959495461458,2.115836798708035,-1.6243062139052058,bf81d8692db,games5425898691,18.0,2918.89990234375,-1717.6199951171875,17.010000228881836,18792.2998046875,1669.7999572753906,0.0,-0.0,-0.09999999776482582,-1335.8999633789062,255.0,0.0,,-0.009595343166455933,3.0628786668960215,-0.00030783616003087096,True,28,28,False,167.03580216182175,True,,76561198039309853,enpitsu,26.0,826.27001953125,5517.18994140625,48.900001525878906,659.4000244140625,1853.0999755859375,-894.1000366210938,1553.699951171875,2121.7999267578125,819.8000335693359,255.0,0.0,,0.710093816919736,-2.7790047253637478,-0.007313607941204914,True,16,False,165.0,False,20,,あSENPAIあ,b497dcf8b2b,18.0,1232.75,647.9299926757812,88.36000061035156,19854.69970703125,-4598.299865722656,2178.5000610351562,283.50000381469727,5486.099853515625,267.5,255.0,147.0,,-0.5894818082531482,-2.911956075780305,-0.07722477875381481,True,8,,False,5,False,,死.ツ,b26c0f948eb,19.0,,,,,,,,,,,,,,,,,,,,,,
119,8251,230,False,False,1,8495.131500313526,1916.8599853515625,-3293.570068359375,105.08999633789062,-6429.5001220703125,-4865.799865722656,5206.6998291015625,3300.1998901367188,-4360.799865722656,2467.899932861328,1.0,0.44406509630683083,-1.0284858055714752,2.4395798473006076,bf81d8692db,games5425898691,18.0,2046.3199462890625,-3475.93994140625,21.950000762939453,-17417.099609375,14720.6005859375,2989.5999145507812,-6.000000238418579,5.699999928474426,-103.50000381469727,255.0,214.0,,-0.009604738130196699,0.7487682940500138,0.00026618024370299634,True,29,28,False,216.0,False,,76561198039309853,enpitsu,26.0,1138.3399658203125,4179.72998046875,17.020000457763672,3604.4000244140625,-13935.699462890625,3.799999952316284,-0.7999999821186066,0.29999999329447746,-1589.4999694824219,255.0,0.0,False,-0.016817139400737095,-1.8093333174856756,-0.00022849421416522994,True,16,False,86.990236607931,True,20,,あSENPAIあ,b497dcf8b2b,18.0,2205.719970703125,-2073.030029296875,66.8499984741211,-17253.00048828125,-14781.400146484375,3523.599853515625,-764.8999786376953,848.0000305175781,544.0000152587891,255.0,173.0,False,0.0403507250076711,-0.7543070328395435,-0.00017036180562091466,True,10,160.97262785767995,True,6,False,,死.ツ,b26c0f948eb,18.0,2823.090087890625,4210.31005859375,17.059999465942383,10295.0,223.70000839233398,1.899999976158142,-2.8999999165534973,-0.09999999776482582,-1126.2000274658203,255.0,0.0,-0.016681081685461445,3.0887349647177156,-0.000395540060607494,False,85.0,False,False,False,False,,
120,8364,234,False,False,1,4689.722637933039,-2375.6298828125,1779.949951171875,297.2200012207031,2439.499969482422,20296.300048828125,-3983.5000610351562,1351.7999267578125,3509.8001098632812,3200.0,1.0,0.42028709786700247,-1.022251716065205,-2.357841215962059,bf81d8692db,games5425898691,18.0,-2298.110107421875,1661.22998046875,194.47999572753906,8547.5,15168.599853515625,-1097.5,-2337.4000549316406,-4839.100036621094,-1170.1000213623047,255.0,255.0,,0.4296182177324564,1.6257843062025792,-2.4135340715106812,True,32,31,False,220.435621558979,True,,76561198039309853,enpitsu,26.0,-4049.199951171875,3310.60009765625,145.00999450683594,723.3000183105469,-20494.29931640625,-1161.1000061035156,107.39999771118164,-895.9999847412109,-3.0000001192092896,255.0,128.0,False,-0.07277106569239761,-1.5924120348291448,-1.1003854221156684,True,16,False,208.25068376397573,True,20,,あSENPAIあ,b497dcf8b2b,18.0,-3955.699951171875,-2772.60009765625,48.060001373291016,-5406.9000244140625,19057.099609375,2991.7001342773438,-692.2000122070312,2742.9000854492188,-1840.2000427246094,255.0,38.0,False,0.12513184363777416,1.3120029136768347,0.497708960876953,True,10,255.0,False,6,False,,死.ツ,b26c0f948eb,19.0,-2305.0,2134.5400390625,163.4600067138672,-14098.900146484375,1756.9000244140625,-149.89999771118164,-1497.8999328613281,5225.8001708984375,-834.4000244140625,255.0,252.0,0.19929592017444314,-2.466043828721845,-3.0512600919430524,True,187.0,False,4,3,False,,
121,8416,236,False,False,1,2832.2974188040494,-1926.75,4907.64013671875,133.22000122070312,-13328.800048828125,27452.7001953125,2544.499969482422,-5398.499755859375,1045.5000305175781,-2400.399932861328,1.0,0.17615169664535554,-2.957398402862421,0.17227068333344173,bf81d8692db,games5425898691,18.0,-1776.949951171875,4727.97998046875,81.66000366210938,-14422.7001953125,15978.699951171875,4231.7999267578125,734.5999908447266,861.8000030517578,678.4999847412109,255.0,128.0,,0.08615547795605,0.6450966884260011,-0.004203540369589386,True,34,32,False,170.15247323692486,True,,76561198039309853,enpitsu,26.0,-2099.43994140625,2475.81005859375,17.040000915527344,4305.299987792969,7634.000244140625,3.8999998569488525,0.5000000074505806,-0.0,5.0,255.0,,,-0.016715784139654997,2.083548688100397,-2.0233838919669638e-05,True,16,False,173.0,False,20,,あSENPAIあ,b497dcf8b2b,18.0,-2425.159912109375,1060.8699951171875,63.630001068115234,12461.099853515625,19261.199951171875,-1650.2999877929688,-499.00001525878906,1903.699951171875,-262.09999084472656,255.0,,,0.19704789511563078,1.9788141367441578,-0.43258481898268364,True,12,227.0,False,8,False,,死.ツ,b26c0f948eb,19.0,-3535.75,2210.320068359375,17.049999237060547,7484.6002197265625,-462.5,3.100000023841858,-0.0,-0.0,2438.9999389648438,255.0,255.0,-0.016660029866794174,-3.088731735615238,7.4951166582451115e-06,,187.0,False,4,4,False,,
122,8500,239,False,False,0,8043.27742938746,3359.280029296875,-1685.4599609375,103.11000061035156,-9788.099975585938,16216.700439453125,7560.9002685546875,-3223.2000732421875,63.00000190734863,-5060.199890136719,0.0,-0.8427296450768352,-2.9410823311774195,0.33638398371869094,b26c0f948eb,死.ツ,22.0,3447.39990234375,-1849.8199462890625,17.049999237060547,-2976.099853515625,15965.2001953125,-1.7000000178813934,-0.09999999776482582,3.100000023841858,1119.5999908447266,255.0,255.0,False,0.016790129605761286,1.7508951833067856,0.0003592510960703145,,4,4,False,153.69532026014022,True,,b497dcf8b2b,あSENPAIあ,18.0,-16.329999923706055,-5316.14013671875,17.1200008392334,3996.400146484375,-2826.099853515625,18.700000047683716,-94.79999542236328,-14.500000476837158,1771.9999694824219,255.0,255.0,False,0.014339772949320363,-0.5695649771063839,-0.002573316732461627,True,8,False,225.17231825090224,True,12,,enpitsu,76561198039309853,26.0,2628.6298828125,-4762.64990234375,16.989999771118164,-6442.7001953125,7836.300048828125,13.40000033378601,-17.40000009536743,2.5,-2407.100067138672,255.0,0.0,False,0.016101753948963248,2.219133876919473,-0.000827262620385165,True,20,100.50757848319186,True,16,False,,games5425898691,bf81d8692db,18.0,3301.8798828125,-1985.010009765625,16.989999771118164,3133.3999633789062,22785.50048828125,2.199999988079071,0.19999999552965164,1.7000000178813934,-445.2000045776367,255.0,123.0,0.009601645584945792,1.399333120729134,7.840365934616706e-05,True,8.061986866817715,True,34,32,False,,
123,8607,243,False,False,1,8906.74475396941,-175.07000732421875,-3702.110107421875,134.47000122070312,22655.30029296875,-1255.4000091552734,5876.400146484375,5610.4998779296875,-1753.5000610351562,-1202.7999877929688,1.0,-0.07385692978736721,0.459274051845888,-1.6875424906471634,bf81d8692db,games5425898691,18.0,-354.9599914550781,-3771.360107421875,61.90999984741211,17004.000244140625,-495.0,3023.699951171875,422.40001678466797,2723.2998657226562,-385.60001373291016,255.0,75.0,,-0.07031744845201979,3.0014882248492243,0.00581804698911874,True,36,33,False,31.0,False,,76561198039309853,enpitsu,26.0,-2868.760009765625,-3076.06005859375,17.030000686645508,-10988.900146484375,-19261.99951171875,5.099999904632568,0.09999999776482582,-0.0,-0.09999999776482582,255.0,255.0,False,-0.0167685543219318,-1.0523374019736815,1.2702135459195443e-05,True,16,False,31.0,False,20,,あSENPAIあ,b497dcf8b2b,18.0,209.60000610351562,-1412.3800048828125,16.639999389648438,5513.2000732421875,-22329.29931640625,68.60000133514404,-57.30000019073486,-29.200000762939453,-418.1999969482422,255.0,128.0,False,-0.02037052104606121,-1.7748791196662785,-0.0008285882386168189,True,14,125.01642135907245,True,8,False,,死.ツ,b26c0f948eb,24.0,2339.93994140625,4346.81982421875,17.049999237060547,3121.0000610351562,-6512.60009765625,3.3000001311302185,-0.19999999552965164,0.7999999821186066,2371.199951171875,255.0,255.0,-0.016660580796337088,-2.014458983181306,9.7330843233814e-05,True,85.0,False,False,False,False,,
124,8818,251,False,False,1,7607.334030243768,3698.820068359375,-1932.1800537109375,207.22000122070312,1760.8999633789062,16134.7998046875,9204.89990234375,5450.10009765625,-731.9000244140625,-2399.9000549316406,1.0,0.11222586381962668,3.049565208813783,0.21917145281137243,76561198039309853,enpitsu,26.0,3712.659912109375,-2074.239990234375,52.900001525878906,-2013.8999938964844,16681.500244140625,973.0000305175781,-438.4000015258789,5479.2999267578125,-184.59999084472656,128.0,0.0,False,0.35296060105450056,1.1307889107863518,0.38527125318000294,True,22,17,False,161.0,False,,bf81d8692db,games5425898691,18.0,1288.02001953125,843.5700073242188,98.0999984741211,-5813.0999755859375,-17913.599853515625,2230.0,5359.6002197265625,-1234.1000366210938,31.30000114440918,255.0,128.0,,-1.0562309500408145,-1.354560263541365,0.010591467138617671,True,37,False,176.0,False,40,,あSENPAIあ,b497dcf8b2b,18.0,3360.050048828125,-1238.27001953125,64.7699966430664,8210.999755859375,-15371.500244140625,3874.2001342773438,-858.3000183105469,-463.4000015258789,604.5999908447266,255.0,225.0,False,0.029483890376712056,-2.082721940951087,0.00019432225988598703,True,17,209.0,False,10,False,,死.ツ,b26c0f948eb,19.0,2961.489990234375,-3002.68994140625,17.059999465942383,9223.400268554688,17431.8994140625,-3.700000047683716,1.7000000178813934,3.0000001192092896,1033.7999725341797,255.0,207.0,-0.016782415539298566,2.0530876636518647,0.00028828058684571213,False,98.71846896858628,True,4,4,False,,False
125,8942,255,False,False,1,2626.855424802713,3175.820068359375,3835.090087890625,135.5500030517578,-7725.3997802734375,18288.199462890625,5392.19970703125,4618.2000732421875,3268.9999389648438,-1996.1000061035156,1.0,1.2574062628385814,1.1428921205883762,0.899112474021683,76561198039309853,enpitsu,26.0,3268.590087890625,3657.969970703125,17.020000457763672,-13388.199462890625,15456.199951171875,2.5,-0.5000000074505806,0.19999999552965164,-1673.0000305175781,255.0,0.0,False,-0.01676147932009841,0.8931143193280653,-0.00018405185520051456,True,24,18,False,60.0,False,,bf81d8692db,games5425898691,18.0,1624.050048828125,1932.3800048828125,17.010000228881836,-11093.499755859375,11313.499755859375,2.3000000417232513,0.5000000074505806,-0.5999999865889549,1913.8999938964844,255.0,255.0,,-0.00959153861668373,0.7431611590897624,0.00011266485616718097,True,38,False,231.0,False,40,,あSENPAIあ,b497dcf8b2b,18.0,1724.260009765625,1775.800048828125,17.049999237060547,-5424.69970703125,22351.10107421875,-1.899999976158142,-1.0999999940395355,5.400000214576721,382.20001220703125,255.0,220.0,False,-0.016794169719017385,1.3340137289284193,7.680997202714689e-05,True,20,82.53358279505083,True,12,False,,死.ツ,b26c0f948eb,19.0,3007.739990234375,3773.219970703125,73.70999908447266,-241.5999984741211,-1732.8999328613281,3048.5000610351562,-1438.8999938964844,55.900001525878906,1647.5,0.0,202.0,0.0716115864698659,-1.6221129472148845,-0.005023169580269954,False,255.0,False,6,4,False,,False
126,8960,256,False,False,1,1773.981878730038,2665.52001953125,5014.259765625,345.04998779296875,-7656.9000244140625,-9817.000122070312,-427.90000915527344,532.2000122070312,2553.300018310547,-5403.4002685546875,1.0,-0.7679736171263036,0.1564847373938386,1.4947452830890768,76561198039309853,enpitsu,26.0,2855.0400390625,4989.16015625,109.01000213623047,-6894.1998291015625,10385.50048828125,6098.4002685546875,2359.7999572753906,-859.1000366210938,-4125.10009765625,255.0,,,-0.22943198488839234,0.15258657444185628,2.3495713592487415,True,24,19,False,52.0,False,,bf81d8692db,games5425898691,18.0,787.9299926757812,2223.2900390625,17.010000228881836,-13842.19970703125,4555.7000732421875,2.3000000417232513,-1.0999999940395355,0.29999999329447746,-2015.8000183105469,255.0,0.0,,-0.009600282600006081,0.3719216931424721,-0.00012088100075032378,True,38,False,231.0,False,40,,あSENPAIあ,b497dcf8b2b,18.0,1366.06005859375,3032.389892578125,17.049999237060547,817.2000122070312,21963.9990234375,2.5,-0.0,1.5999999642372131,-772.6999664306641,255.0,128.0,,-0.016783922170798184,1.667430551863376,0.00020432920214082554,,20,84.0,False,12,False,,死.ツ,b26c0f948eb,19.0,3064.199951171875,3969.840087890625,114.3499984741211,696.5000152587891,3253.2000732421875,-163.70000839233398,-5395.5999755859375,1042.6000213623047,-222.60000228881836,255.0,,-0.7912532692746351,2.8049953160447814,2.234966468591555,True,255.0,False,6,5,False,,
127,9043,259,False,False,0,7921.446749901209,-1065.6500244140625,-2779.6298828125,97.9800033569336,12.100000381469727,17946.400146484375,3317.0001220703125,1361.6000366210938,4290.10009765625,-1902.5,0.0,1.0264114134795967,2.896158346910716,-2.5176008161832764,b26c0f948eb,死.ツ,19.0,-1017.3400268554688,-2972.659912109375,17.030000686645508,-1882.5999450683594,13860.899658203125,0.7999999821186066,-0.29999999329447746,1.1999999731779099,-335.6999969482422,255.0,105.0,,0.016737612748309663,1.7154673707525272,-0.00021767880159382735,False,6,6,False,136.89637875300582,True,,b497dcf8b2b,あSENPAIあ,18.0,-444.7099914550781,-4756.06005859375,16.940000534057617,10450.50048828125,8325.900268554688,22.100000381469727,31.19999885559082,32.799999713897705,1222.3999786376953,255.0,224.0,,0.01637537379672836,0.6901328047622399,-0.002638632245188539,True,12,False,26.324860485651165,True,22,,enpitsu,76561198039309853,26.0,-1993.56005859375,-4482.91015625,17.030000686645508,3774.2999267578125,13379.69970703125,5.099999904632568,-1.5999999642372131,1.0999999940395355,-244.3000030517578,255.0,128.0,False,0.016646357777977332,1.2720264439774527,7.928458125304133e-05,True,25,0.0,False,20,False,,games5425898691,bf81d8692db,18.0,-2575.6298828125,-3376.989990234375,16.959999084472656,-8736.500244140625,6862.39990234375,11.399999856948853,-0.19999999552965164,-8.700000047683716,-2380.8999633789062,255.0,0.0,0.009122125422774248,2.4235009397762837,0.00024690074406766386,True,187.734907696324,True,42,40,False,,
128,9070,260,False,False,0,6140.7640678488215,-1052.47998046875,-998.77001953125,124.12999725341797,2590.4000854492188,23509.69970703125,1250.0,2125.800018310547,1371.3999938964844,473.4000015258789,0.0,0.6168952454160481,-0.0879560954409787,0.18283775386583154,b26c0f948eb,死.ツ,19.0,-1092.6500244140625,-1133.0999755859375,16.360000610351562,487.00000762939453,22526.8994140625,56.10000133514404,179.89999771118164,-138.50000381469727,85.9000015258789,255.0,128.0,,0.030082382702778444,1.5495911802665443,0.009013434921352854,False,6,6,False,51.921445377411395,True,,b497dcf8b2b,あSENPAIあ,18.0,115.2300033569336,-3356.570068359375,17.030000686645508,4419.4000244140625,19234.69970703125,4.799999892711639,0.19999999552965164,0.3999999910593033,76.30000114440918,255.0,143.0,,0.01679433782478551,1.3450114236380022,1.5541797015783953e-05,True,12,False,0.0,False,22,,enpitsu,76561198039309853,26.0,-1454.3900146484375,-2798.320068359375,89.4000015258789,5857.39990234375,18201.600341796875,-528.6999893188477,-4306.000061035156,1404.4999694824219,-0.5999999865889549,255.0,128.0,False,-1.1910239087803576,1.2560427044436622,-0.0005506055075315885,True,26,0.0,False,22,False,,games5425898691,bf81d8692db,18.0,-2543.590087890625,-1868.510009765625,190.5800018310547,5709.1998291015625,19828.199462890625,3097.2000122070312,-40.999999046325684,137.89999961853027,-467.90000915527344,255.0,128.0,-0.1923543903611664,0.9806307529589517,0.035729161483062495,True,102.75997432072958,True,44,40,False,,
129,9086,261,False,True,0,4802.258659923572,-905.1199951171875,337.75,96.36000061035156,2474.4000244140625,21785.90087890625,1279.800033569336,-1473.0000305175781,1556.9999694824219,473.4000015258789,0.0,0.5608867372768523,1.366446511205893,1.933513008485106,b26c0f948eb,死.ツ,19.0,-1070.4000244140625,112.69000244140625,17.040000915527344,392.5,22996.4990234375,3.8999998569488525,0.19999999552965164,-0.3999999910593033,0.0,169.0,128.0,,0.016801069453023336,1.5537272286182429,3.203276623555269e-05,False,6,6,False,67.0,False,,b497dcf8b2b,あSENPAIあ,18.0,225.7899932861328,-2113.429931640625,83.12000274658203,695.9999847412109,22606.79931640625,887.6000213623047,-5234.0997314453125,-1438.2000732421875,-885.8999633789062,255.0,128.0,,1.2399422636078028,-1.4965140534321228,-3.1340269044536626,True,13,False,0.0,False,24,,enpitsu,76561198039309853,26.0,-1114.0999755859375,-1744.4000244140625,48.7400016784668,6009.2999267578125,18476.300048828125,2854.1000366210938,-155.20000457763672,50.50000190734863,379.3000030517578,255.0,128.0,False,0.0020690408633042517,1.2657059403943565,5.242013191470722e-05,True,28,0.0,False,23,False,,games5425898691,bf81d8692db,18.0,-2181.6298828125,-784.9400024414062,285.0199890136719,8162.9998779296875,21494.89990234375,575.6000137329102,-3.4999999403953552,41.70000076293945,-174.20000076293945,255.0,128.0,-0.1606650482969718,0.8258053626451292,0.06290062670779258,True,52.16728617811717,True,44,40,False,,
130,9098,261,False,True,0,3884.3180449863958,-800.75,1256.8499755859375,92.69000244140625,2397.5,20686.79931640625,856.3999938964844,-3712.0001220703125,1670.0,473.4000015258789,0.0,0.9904251448233695,2.5095810539831285,-3.125451918410145,b26c0f948eb,死.ツ,19.0,-1009.25,1053.2900390625,17.040000915527344,2509.499969482422,20959.09912109375,3.8999998569488525,0.0,0.0,-26.19999885559082,128.0,128.0,,0.016855034769387205,1.4487755459906695,9.874516998537072e-06,False,6,6,False,67.0,False,,b497dcf8b2b,あSENPAIあ,18.0,255.3699951171875,-1157.1199951171875,83.75,693.1999969482422,22430.30029296875,-349.90001678466797,-4962.799987792969,-343.8999938964844,-396.89998626708984,191.0,128.0,,-1.3436080994709318,2.1904865309044457,-0.5542820312581939,True,14,False,0.0,False,24,,enpitsu,76561198039309853,26.0,-1049.93994140625,-868.3300170898438,90.18000030517578,1062.9000091552734,22974.7998046875,-163.1999969482422,-4474.2999267578125,-3182.9998779296875,313.700008392334,255.0,128.0,False,0.48630990621701725,-0.0028512155909533156,-2.6264502885099743,True,28,0.0,False,23,False,,games5425898691,bf81d8692db,18.0,-1801.1400146484375,118.45999908447266,264.6099853515625,9563.699951171875,20862.5,-1513.6000061035156,-392.40001678466797,313.0999946594238,350.29998779296875,255.0,128.0,-0.03742996482434599,0.8710696524002793,0.06053067913912067,True,14.66895497998885,True,44,40,False,,
131,9115,262,False,True,0,2671.7283610352606,-657.47998046875,2478.93994140625,93.1500015258789,2298.2000732421875,19228.299560546875,0.0,-5777.7001953125,1566.0000610351562,406.19998931884766,0.0,-1.023226626485597,-3.0801605329410897,-0.16351338508737728,b26c0f948eb,死.ツ,19.0,-841.780029296875,2404.909912109375,158.1199951171875,2553.699951171875,20549.19921875,2166.3999938964844,2975.1998901367188,-334.70001220703125,-1221.2999725341797,130.0,69.0,,-0.3762655581971935,1.296630637489107,0.0293779546010132,False,8,6,False,67.0,False,,b497dcf8b2b,あSENPAIあ,18.0,286.67999267578125,258.55999755859375,17.010000228881836,837.9000091552734,20855.400390625,13.799999952316284,9.900000095367432,-1.8000000715255737,-30.799999237060547,128.0,128.0,,0.017378915591668435,1.527348260835014,0.00011074589985256388,True,14,False,0.0,False,24,,enpitsu,76561198039309853,26.0,-969.3699951171875,680.239990234375,37.38999938964844,1181.8000030517578,22798.30078125,-2359.199981689453,-2230.500030517578,-1317.1000671386719,295.2000045776367,255.0,0.0,False,-0.1659192222962059,1.3671575803968545,0.4454115443124769,True,29,0.0,False,24,False,,games5425898691,bf81d8692db,18.0,-1145.199951171875,1465.75,38.150001525878906,9920.30029296875,20034.000244140625,-5405.5999755859375,-117.20000267028809,109.79999542236328,275.49999237060547,255.0,224.0,0.10700693678473391,1.001485494791975,0.06608012628043096,True,0.0,False,44,40,False,,
132,9129,262,False,True,0,1742.4975310424604,-542.0,3433.840087890625,93.1500015258789,2168.3999633789062,17762.900390625,0.0,-5889.5001220703125,1120.8999633789062,237.80000686645508,0.0,0.9644943321287105,2.6233604037299485,2.9793041623602554,b26c0f948eb,死.ツ,19.0,-704.9000244140625,3452.68994140625,195.22999572753906,3011.199951171875,19018.599853515625,-30.799999237060547,3516.7999267578125,-3778.9999389648438,1897.5999450683594,128.0,0.0,True,-0.29459157236889544,-1.3385653560132147,3.084770729900266,False,8,6,False,51.28129028248531,True,,b497dcf8b2b,あSENPAIあ,18.0,358.29998779296875,1262.6400146484375,17.049999237060547,1807.7000427246094,18057.80029296875,2.5999999046325684,0.0,0.09999999776482582,-6.9999998807907104,128.0,128.0,,0.016866464941000876,1.4701860434496954,-1.6579547095899845e-05,True,14,False,0.0,False,24,,enpitsu,76561198039309853,26.0,-773.8300170898438,1831.8199462890625,79.30999755859375,4942.799987792969,22448.00048828125,-143.80000114440918,-5014.100036621094,2254.4000244140625,-159.49999809265137,255.0,128.0,False,1.531820793319595,-1.1533442574306279,-2.3009589397206742,True,30,0.0,False,25,False,,games5425898691,bf81d8692db,18.0,-636.530029296875,2495.110107421875,17.010000228881836,7481.400146484375,20865.2001953125,2.0999999344348907,0.29999999329447746,1.1999999731779099,277.39999771118164,255.0,165.0,0.00959011867462159,1.239512727099312,-5.615498651182818e-05,True,0.0,False,44,40,False,,
133,9131,262,True,True,0,1630.608613454071,-527.6099853515625,3551.550048828125,93.1500015258789,2149.499969482422,17575.699462890625,0.0,-5897.1002197265625,1083.6000061035156,221.8000030517578,0.0,0.9745849419875878,-3.039520541604431,-2.5805438780642818,b26c0f948eb,死.ツ,19.0,-696.1599731445312,3544.530029296875,194.52999877929688,-4877.200012207031,16369.200439453125,-226.5999984741211,2642.60009765625,-4532.60009765625,1649.7999572753906,128.0,0.0,True,-0.18533858887377228,-1.300903537431837,-2.934881674228,False,8,7,False,45.01850303526848,True,,b497dcf8b2b,あSENPAIあ,18.0,373.239990234375,1411.1199951171875,17.049999237060547,1779.9000549316406,17620.400390625,2.5999999046325684,0.0,0.09999999776482582,-2.0000000298023224,128.0,128.0,,0.016866461797473514,1.469851594912511,-1.9399960949003186e-05,True,14,False,0.0,False,24,,enpitsu,76561198039309853,26.0,-733.22998046875,2015.06005859375,88.91000366210938,4860.4998779296875,21905.10009765625,1144.5999908447266,-5055.7000732421875,2163.800048828125,84.30000305175781,255.0,128.0,False,0.9504607282967503,-1.9945761904423396,3.106600223465637,True,30,0.0,False,25,False,,games5425898691,bf81d8692db,18.0,-578.52001953125,2670.300048828125,17.010000228881836,6434.69970703125,21172.60009765625,2.0999999344348907,0.19999999552965164,1.0000000149011612,1029.1000366210938,255.0,222.0,0.009594839981101187,1.2967436945884843,0.00010176293688662266,True,0.0,False,44,40,False,,
